"income_group","year","High income","Low income","Lower middle income","Upper middle income"
"High income",2183,0.999540211723952,0,0,0
"High income",2184,0.999540211723952,0,0,0
"High income",2185,0.999540211723952,0,0,0
"High income",2186,0.999540211723952,0,0,0
"High income",2187,0.999540211723952,0,0,0
"High income",2188,0.999540211723952,0,0,0
"High income",2189,0.999540211723952,0,0,0
"High income",2190,0.999540211723952,0,0,0
"High income",2191,0.999540211723952,0,0,0
"High income",2192,0.999540211723952,0,0,0
"High income",2193,0.999540211723952,0,0,0
"High income",2194,0.999540211723952,0,0,0
"High income",2195,0.999540211723952,0,0,0
"High income",2196,0.999540211723952,0,0,0
"High income",2197,0.999540211723952,0,0,0
"High income",2198,0.999540211723952,0,0,0
"High income",2199,0.999540211723952,0,0,0
"High income",2200,0.999540211723952,0,0,0
"Low income",2105,0.0162980971204989,0,0.0175497369163132,0.933684390344434
"Low income",2106,0.0433924201861215,0,0.0175497369163132,0.906590067278811
"Low income",2107,0.0627204223676142,0,0.0175497369163132,0.887262065097318
"Low income",2108,0.074861239030404,0,0.0175497369163132,0.875121248434528
"Low income",2109,0.243659634826086,0,0.0175497369163132,0.706322852638846
"Low income",2110,0.269830387164533,0,0.0175497369163132,0.6801521003004
"Low income",2111,0.269830387164533,0,0.0175497369163132,0.6801521003004
"Low income",2112,0.33047949754767,0,0.0175497369163132,0.619502989917262
"Low income",2113,0.416972184766711,0,0.0175497369163132,0.533010302698221
"Low income",2114,0.416972184766711,0,0.0175497369163132,0.533010302698221
"Low income",2115,0.420533470958932,0,0.0175497369163132,0.529449016506
"Low income",2116,0.423419646486322,0,0.0175497369163132,0.526562840978611
"Low income",2117,0.423419646486322,0,0,0.544112577894924
"Low income",2118,0.423419646486322,0,0,0.544112577894924
"Low income",2119,0.423419646486322,0,0,0.544112577894924
"Low income",2120,0.423419646486322,0,0,0.544112577894924
"Low income",2121,0.531392201995611,0,0,0.436140022385635
"Low income",2122,0.555614408879873,0,0,0.411917815501373
"Low income",2123,0.59116787013671,0,0,0.376364354244535
"Low income",2124,0.595770263933548,0,0,0.371761960447697
"Low income",2125,0.631757507137671,0,0,0.335774717243575
"Low income",2126,0.76404250109087,0,0,0.203489723290375
"Low income",2127,0.76404250109087,0,0,0.203489723290375
"Low income",2128,0.76404250109087,0,0,0.203489723290375
"Low income",2129,0.771087907455811,0,0,0.196444316925435
"Low income",2130,0.880498351147879,0,0,0.0870338732333667
"Low income",2131,0.880498351147879,0,0,0.0870338732333667
"Low income",2132,0.926555733404962,0,0,0.0409764909762834
"Low income",2133,0.926555733404962,0,0,0.0409764909762834
"Low income",2134,0.949982487464932,0,0,0.0175497369163132
"Low income",2135,0.949982487464932,0,0,0.0175497369163132
"Low income",2136,0.949982487464932,0,0,0.0175497369163132
"Low income",2137,0.949982487464932,0,0,0.0175497369163132
"Low income",2138,0.949982487464932,0,0,0.0175497369163132
"Low income",2139,0.949982487464932,0,0,0.0175497369163132
"Low income",2140,0.949982487464932,0,0,0.0175497369163132
"Low income",2141,0.949982487464932,0,0,0.0175497369163132
"Low income",2142,0.949982487464932,0,0,0.0175497369163132
"Low income",2143,0.949982487464932,0,0,0.0175497369163132
"Low income",2144,0.949982487464932,0,0,0.0175497369163132
"Low income",2145,0.949982487464932,0,0,0.0175497369163132
"Low income",2146,0.949982487464932,0,0,0.0175497369163132
"Low income",2147,0.949982487464932,0,0,0.0175497369163132
"Low income",2148,0.949982487464932,0,0,0.0175497369163132
"Low income",2149,0.949982487464932,0,0,0.0175497369163132
"Low income",2150,0.949982487464932,0,0,0.0175497369163132
"Low income",2151,0.949982487464932,0,0,0.0175497369163132
"Low income",2152,0.949982487464932,0,0,0.0175497369163132
"Low income",2153,0.949982487464932,0,0,0.0175497369163132
"Low income",2154,0.949982487464932,0,0,0.0175497369163132
"Low income",2155,0.967532224381246,0,0,0
"Low income",2156,0.967532224381246,0,0,0
"Low income",2157,0.967532224381246,0,0,0
"Low income",2158,0.967532224381246,0,0,0
"Low income",2159,0.967532224381246,0,0,0
"Low income",2160,0.967532224381246,0,0,0
"Low income",2161,0.967532224381246,0,0,0
"Low income",2162,0.967532224381246,0,0,0
"Low income",2163,0.967532224381246,0,0,0
"Low income",2164,0.967532224381246,0,0,0
"Low income",2165,0.967532224381246,0,0,0
"Low income",2166,0.967532224381246,0,0,0
"Low income",2167,0.967532224381246,0,0,0
"Low income",2168,0.967532224381246,0,0,0
"Low income",2169,0.967532224381246,0,0,0
"Low income",2170,0.967532224381246,0,0,0
"Low income",2171,0.967532224381246,0,0,0
"Low income",2172,0.967532224381246,0,0,0
"Low income",2173,0.967532224381246,0,0,0
"Low income",2174,0.967532224381246,0,0,0
"Low income",2175,0.967532224381246,0,0,0
"Low income",2176,0.967532224381246,0,0,0
"Low income",2177,0.967532224381246,0,0,0
"Low income",2178,0.967532224381246,0,0,0
"Low income",2179,0.967532224381246,0,0,0
"Low income",2180,0.967532224381246,0,0,0
"Low income",2181,0.967532224381246,0,0,0
"Low income",2182,0.967532224381246,0,0,0
"Low income",2183,0.967532224381246,0,0,0
"Low income",2184,0.967532224381246,0,0,0
"Low income",2185,0.967532224381246,0,0,0
"Low income",2186,0.967532224381246,0,0,0
"Low income",2187,0.967532224381246,0,0,0
"Low income",2188,0.967532224381246,0,0,0
"Low income",2189,0.967532224381246,0,0,0
"Low income",2190,0.967532224381246,0,0,0
"Low income",2191,0.967532224381246,0,0,0
"Low income",2192,0.967532224381246,0,0,0
"Low income",2193,0.967532224381246,0,0,0
"Low income",2194,0.967532224381246,0,0,0
"Low income",2195,0.967532224381246,0,0,0
"Low income",2196,0.967532224381246,0,0,0
"Low income",2197,0.967532224381246,0,0,0
"Low income",2198,0.967532224381246,0,0,0
"Low income",2199,0.967532224381246,0,0,0
"Low income",2200,0.967532224381246,0,0,0
"Low income",2021,0,0.951234127260747,0.0162980971204989,0
"Low income",2022,0,0.951234127260747,0.0162980971204989,0
"Low income",2023,0,0.924139804195124,0.0433924201861215,0
"Low income",2024,0,0.904811802013631,0.0627204223676142,0
"Low income",2025,0,0.892670985350842,0.074861239030404,0
"Low income",2026,0,0.723872589555159,0.243659634826086,0
"Low income",2027,0,0.697701837216713,0.269830387164533,0
"Low income",2028,0,0.697701837216713,0.269830387164533,0
"Low income",2029,0,0.637052726833576,0.33047949754767,0
"Low income",2030,0,0.550560039614534,0.416972184766711,0
"Low income",2031,0,0.550560039614534,0.416972184766711,0
"Low income",2032,0,0.544112577894924,0.423419646486322,0
"Low income",2033,0,0.544112577894924,0.423419646486322,0
"Low income",2034,0,0.544112577894924,0.423419646486322,0
"Low income",2035,0,0.544112577894924,0.423419646486322,0
"Low income",2036,0,0.544112577894924,0.423419646486322,0
"Low income",2037,0,0.544112577894924,0.423419646486322,0
"Low income",2038,0,0.436140022385635,0.531392201995611,0
"Low income",2039,0,0.411917815501373,0.555614408879873,0
"Low income",2040,0,0.376364354244535,0.59116787013671,0
"Low income",2041,0,0.371761960447697,0.595770263933548,0
"Low income",2042,0,0.203489723290375,0.76404250109087,0
"Low income",2043,0,0.203489723290375,0.76404250109087,0
"Low income",2044,0,0.203489723290375,0.76404250109087,0
"Low income",2045,0,0.196444316925435,0.771087907455811,0
"Low income",2046,0,0.196444316925435,0.771087907455811,0
"Low income",2047,0,0.0870338732333667,0.880498351147879,0
"Low income",2048,0,0.0870338732333667,0.880498351147879,0
"Low income",2049,0,0.0409764909762834,0.926555733404962,0
"Low income",2050,0,0.0409764909762834,0.926555733404962,0
"Low income",2051,0,0.0175497369163132,0.949982487464932,0
"Low income",2052,0,0.0175497369163132,0.949982487464932,0
"Low income",2053,0,0.0175497369163132,0.949982487464932,0
"Low income",2054,0,0.0175497369163132,0.949982487464932,0
"Low income",2055,0,0.0175497369163132,0.949982487464932,0
"Low income",2056,0,0.0175497369163132,0.949982487464932,0
"Low income",2057,0,0.0175497369163132,0.949982487464932,0
"Low income",2058,0,0.0175497369163132,0.949982487464932,0
"Low income",2059,0,0.0175497369163132,0.949982487464932,0
"Low income",2060,0,0.0175497369163132,0.949982487464932,0
"Low income",2061,0,0.0175497369163132,0.949982487464932,0
"Low income",2062,0,0.0175497369163132,0.949982487464932,0
"Low income",2063,0,0.0175497369163132,0.949982487464932,0
"Low income",2064,0,0.0175497369163132,0.949982487464932,0
"Low income",2065,0,0.0175497369163132,0.949982487464932,0
"Low income",2066,0,0.0175497369163132,0.949982487464932,0
"Low income",2067,0,0.0175497369163132,0.933684390344434,0.0162980971204989
"Low income",2068,0,0.0175497369163132,0.906590067278811,0.0433924201861215
"Low income",2069,0,0.0175497369163132,0.887262065097318,0.0627204223676142
"Low income",2070,0,0.0175497369163132,0.875121248434528,0.074861239030404
"Low income",2071,0,0.0175497369163132,0.706322852638846,0.243659634826086
"Low income",2072,0,0,0.697701837216713,0.269830387164533
"Low income",2073,0,0,0.697701837216713,0.269830387164533
"Low income",2074,0,0,0.667836504114197,0.299695720267049
"Low income",2075,0,0,0.618040795018299,0.349491429362946
"Low income",2076,0,0,0.550560039614534,0.416972184766711
"Low income",2077,0,0,0.546998753422313,0.420533470958932
"Low income",2078,0,0,0.544112577894924,0.423419646486322
"Low income",2079,0,0,0.544112577894924,0.423419646486322
"Low income",2080,0,0,0.544112577894924,0.423419646486322
"Low income",2081,0,0,0.544112577894924,0.423419646486322
"Low income",2082,0,0,0.544112577894924,0.423419646486322
"Low income",2083,0,0,0.436140022385635,0.531392201995611
"Low income",2084,0,0,0.411917815501373,0.555614408879873
"Low income",2085,0,0,0.383782396287109,0.583749828094136
"Low income",2086,0,0,0.376364354244535,0.59116787013671
"Low income",2087,0,0,0.335774717243575,0.631757507137671
"Low income",2088,0,0,0.203489723290375,0.76404250109087
"Low income",2089,0,0,0.203489723290375,0.76404250109087
"Low income",2090,0,0,0.203489723290375,0.76404250109087
"Low income",2091,0,0,0.196444316925435,0.771087907455811
"Low income",2092,0,0,0.184785938602206,0.78274628577904
"Low income",2093,0,0,0.0870338732333667,0.880498351147879
"Low income",2094,0,0,0.0409764909762834,0.926555733404962
"Low income",2095,0,0,0.0409764909762834,0.926555733404962
"Low income",2096,0,0,0.0175497369163132,0.949982487464932
"Low income",2097,0,0,0.0175497369163132,0.949982487464932
"Low income",2098,0,0,0.0175497369163132,0.949982487464932
"Low income",2099,0,0,0.0175497369163132,0.949982487464932
"Low income",2100,0,0,0.0175497369163132,0.949982487464932
"Low income",2101,0,0,0.0175497369163132,0.949982487464932
"Low income",2102,0,0,0.0175497369163132,0.949982487464932
"Low income",2103,0,0,0.0175497369163132,0.949982487464932
"Low income",2104,0,0,0.0175497369163132,0.949982487464932
"Lower middle income",2047,0.0994081547221001,0,0.0493363991421756,0.851255446135724
"Lower middle income",2048,0.0994081547221001,0,0.0486891812178512,0.851902664060049
"Lower middle income",2049,0.107142657829647,0,0.0397936072838814,0.853063734886472
"Lower middle income",2050,0.157734904061447,0,0.0377869042825328,0.80447819165602
"Lower middle income",2051,0.220445139358861,0,0,0.779554860641139
"Lower middle income",2052,0.26114473488746,0,0,0.73885526511254
"Lower middle income",2053,0.261239000946529,0,0,0.738760999053471
"Lower middle income",2054,0.261239000946529,0,0,0.738760999053471
"Lower middle income",2055,0.26127538911299,0,0,0.73872461088701
"Lower middle income",2056,0.264242758234553,0,0,0.735757241765447
"Lower middle income",2057,0.314095126037212,0,0,0.685904873962788
"Lower middle income",2058,0.31932377473444,0,0,0.68067622526556
"Lower middle income",2059,0.31932377473444,0,0,0.68067622526556
"Lower middle income",2060,0.329047067342401,0,0,0.670952932657599
"Lower middle income",2061,0.329047067342401,0,0,0.670952932657599
"Lower middle income",2062,0.810116727022631,0,0,0.189883272977368
"Lower middle income",2063,0.828608803340957,0,0,0.171391196659043
"Lower middle income",2064,0.839478062394814,0,0,0.160521937605186
"Lower middle income",2065,0.839478062394814,0,0,0.160521937605186
"Lower middle income",2066,0.849650253103233,0,0,0.150349746896768
"Lower middle income",2067,0.851081675464197,0,0,0.148918324535803
"Lower middle income",2068,0.852777464803114,0,0,0.147222535196886
"Lower middle income",2069,0.871173296297693,0,0,0.128826703702307
"Lower middle income",2070,0.938947226080126,0,0,0.0610527739198736
"Lower middle income",2071,0.946931187533217,0,0,0.0530688124667827
"Lower middle income",2072,0.950663600857824,0,0,0.0493363991421756
"Lower middle income",2073,0.950663600857824,0,0,0.0493363991421756
"Lower middle income",2074,0.960206392716119,0,0,0.0397936072838814
"Lower middle income",2075,0.962213095717467,0,0,0.0377869042825328
"Lower middle income",2076,1,0,0,0
"Lower middle income",2077,1,0,0,0
"Lower middle income",2078,1,0,0,0
"Lower middle income",2079,1,0,0,0
"Lower middle income",2080,1,0,0,0
"Lower middle income",2081,1,0,0,0
"Lower middle income",2082,1,0,0,0
"Lower middle income",2083,1,0,0,0
"Lower middle income",2084,1,0,0,0
"Lower middle income",2085,1,0,0,0
"Lower middle income",2086,1,0,0,0
"Lower middle income",2087,1,0,0,0
"Lower middle income",2088,1,0,0,0
"Lower middle income",2089,1,0,0,0
"Lower middle income",2090,1,0,0,0
"Lower middle income",2091,1,0,0,0
"Lower middle income",2092,1,0,0,0
"Lower middle income",2093,1,0,0,0
"Lower middle income",2094,1,0,0,0
"Lower middle income",2095,1,0,0,0
"Lower middle income",2096,1,0,0,0
"Lower middle income",2097,1,0,0,0
"Lower middle income",2098,1,0,0,0
"Lower middle income",2099,1,0,0,0
"Lower middle income",2100,1,0,0,0
"Lower middle income",2101,1,0,0,0
"Lower middle income",2102,1,0,0,0
"Lower middle income",2103,1,0,0,0
"Lower middle income",2104,1,0,0,0
"Lower middle income",2105,1,0,0,0
"Lower middle income",2106,1,0,0,0
"Lower middle income",2107,1,0,0,0
"Lower middle income",2108,1,0,0,0
"Lower middle income",2109,1,0,0,0
"Lower middle income",2110,1,0,0,0
"Lower middle income",2111,1,0,0,0
"Lower middle income",2112,1,0,0,0
"Lower middle income",2113,1,0,0,0
"Lower middle income",2114,1,0,0,0
"Lower middle income",2115,1,0,0,0
"Lower middle income",2116,1,0,0,0
"Lower middle income",2117,1,0,0,0
"Lower middle income",2118,1,0,0,0
"Lower middle income",2119,1,0,0,0
"Lower middle income",2120,1,0,0,0
"Lower middle income",2121,1,0,0,0
"Lower middle income",2122,1,0,0,0
"Lower middle income",2123,1,0,0,0
"Lower middle income",2124,1,0,0,0
"Lower middle income",2125,1,0,0,0
"Lower middle income",2126,1,0,0,0
"Lower middle income",2127,1,0,0,0
"Lower middle income",2128,1,0,0,0
"Lower middle income",2129,1,0,0,0
"Lower middle income",2130,1,0,0,0
"Lower middle income",2131,1,0,0,0
"Lower middle income",2132,1,0,0,0
"Lower middle income",2133,1,0,0,0
"Lower middle income",2134,1,0,0,0
"Lower middle income",2135,1,0,0,0
"Lower middle income",2136,1,0,0,0
"Lower middle income",2137,1,0,0,0
"Lower middle income",2138,1,0,0,0
"Lower middle income",2139,1,0,0,0
"Lower middle income",2140,1,0,0,0
"Lower middle income",2141,1,0,0,0
"Lower middle income",2142,1,0,0,0
"Lower middle income",2143,1,0,0,0
"Lower middle income",2144,1,0,0,0
"Lower middle income",2145,1,0,0,0
"Lower middle income",2146,1,0,0,0
"Lower middle income",2147,1,0,0,0
"Lower middle income",2148,1,0,0,0
"Lower middle income",2149,1,0,0,0
"Lower middle income",2150,1,0,0,0
"Lower middle income",2151,1,0,0,0
"Lower middle income",2152,1,0,0,0
"Lower middle income",2153,1,0,0,0
"Lower middle income",2154,1,0,0,0
"Lower middle income",2155,1,0,0,0
"Lower middle income",2156,1,0,0,0
"Lower middle income",2157,1,0,0,0
"Lower middle income",2158,1,0,0,0
"Lower middle income",2159,1,0,0,0
"Lower middle income",2160,1,0,0,0
"Lower middle income",2161,1,0,0,0
"Lower middle income",2162,1,0,0,0
"Lower middle income",2163,1,0,0,0
"Lower middle income",2164,1,0,0,0
"Lower middle income",2165,1,0,0,0
"Lower middle income",2166,1,0,0,0
"Lower middle income",2167,1,0,0,0
"Lower middle income",2168,1,0,0,0
"Lower middle income",2169,1,0,0,0
"Lower middle income",2170,1,0,0,0
"Lower middle income",2171,1,0,0,0
"Lower middle income",2172,1,0,0,0
"Lower middle income",2173,1,0,0,0
"Lower middle income",2174,1,0,0,0
"Lower middle income",2175,1,0,0,0
"Lower middle income",2176,1,0,0,0
"Lower middle income",2177,1,0,0,0
"Lower middle income",2178,1,0,0,0
"Lower middle income",2179,1,0,0,0
"Lower middle income",2180,1,0,0,0
"Lower middle income",2181,1,0,0,0
"Lower middle income",2182,1,0,0,0
"Lower middle income",2183,1,0,0,0
"Lower middle income",2184,1,0,0,0
"Lower middle income",2185,1,0,0,0
"Lower middle income",2186,1,0,0,0
"Lower middle income",2187,1,0,0,0
"Lower middle income",2188,1,0,0,0
"Lower middle income",2189,1,0,0,0
"Lower middle income",2190,1,0,0,0
"Lower middle income",2191,1,0,0,0
"Lower middle income",2192,1,0,0,0
"Lower middle income",2193,1,0,0,0
"Lower middle income",2194,1,0,0,0
"Lower middle income",2195,1,0,0,0
"Lower middle income",2196,1,0,0,0
"Lower middle income",2197,1,0,0,0
"Lower middle income",2198,1,0,0,0
"Lower middle income",2199,1,0,0,0
"Lower middle income",2200,1,0,0,0
"Lower middle income",2021,0,0,1,0
"Lower middle income",2022,0,0,0.9005918452779,0.0994081547221001
"Lower middle income",2023,0,0,0.9005918452779,0.0994081547221001
"Lower middle income",2024,0,0,0.892857342170353,0.107142657829647
"Lower middle income",2025,0,0,0.812837280248376,0.187162719751624
"Lower middle income",2026,0,0,0.779554860641139,0.220445139358861
"Lower middle income",2027,0,0,0.73885526511254,0.26114473488746
"Lower middle income",2028,0,0,0.738760999053471,0.261239000946529
"Lower middle income",2029,0,0,0.738760999053471,0.261239000946529
"Lower middle income",2030,0,0,0.73849082228333,0.26150917771667
"Lower middle income",2031,0,0,0.735757241765447,0.264242758234553
"Lower middle income",2032,0,0,0.685904873962788,0.314095126037212
"Lower middle income",2033,0,0,0.68067622526556,0.31932377473444
"Lower middle income",2034,0,0,0.68067622526556,0.31932377473444
"Lower middle income",2035,0,0,0.670952932657599,0.329047067342401
"Lower middle income",2036,0,0,0.253254314655838,0.746745685344162
"Lower middle income",2037,0,0,0.189883272977368,0.810116727022631
"Lower middle income",2038,0,0,0.171391196659043,0.828608803340957
"Lower middle income",2039,0,0,0.160521937605186,0.839478062394814
"Lower middle income",2040,0,0,0.160521937605186,0.839478062394814
"Lower middle income",2041,0,0,0.148918324535803,0.851081675464197
"Lower middle income",2042,0,0,0.148918324535803,0.851081675464197
"Lower middle income",2043,0,0,0.139061588666322,0.860938411333678
"Lower middle income",2044,0,0,0.128826703702307,0.871173296297693
"Lower middle income",2045,0,0,0.0610527739198736,0.938947226080126
"Lower middle income",2046,0,0,0.0530688124667827,0.946931187533217
"Upper middle income",2021,7.52115183350591e-06,0,0,0.999969674950869
"Upper middle income",2022,7.52115183350591e-06,0,0,0.999969674950869
"Upper middle income",2023,0.586627175683793,0,0,0.413350020418909
"Upper middle income",2024,0.645991080007454,0,0,0.353986116095249
"Upper middle income",2025,0.662934314037016,0,0,0.337042882065687
"Upper middle income",2026,0.662934314037016,0,0,0.337042882065687
"Upper middle income",2027,0.682014948590959,0,0,0.317962247511743
"Upper middle income",2028,0.736506559380715,0,0,0.263470636721988
"Upper middle income",2029,0.749054262438305,0,0,0.250922933664397
"Upper middle income",2030,0.759524426702095,0,0,0.240452769400608
"Upper middle income",2031,0.848159666536412,0,0,0.151817529566291
"Upper middle income",2032,0.848159666536412,0,0,0.151817529566291
"Upper middle income",2033,0.885440626496007,0,0,0.114536569606696
"Upper middle income",2034,0.886796115677091,0,0,0.113181080425611
"Upper middle income",2035,0.925449477684126,0,0,0.074527718418577
"Upper middle income",2036,0.956086593367539,0,0,0.0438906027351633
"Upper middle income",2037,0.956686618147612,0,0,0.043290577955091
"Upper middle income",2038,0.960739601499703,0,0,0.0392375946029992
"Upper middle income",2039,0.97785017143229,0,0,0.0221270246704122
"Upper middle income",2040,0.993015885886469,0,0,0.00696131021623376
"Upper middle income",2041,0.995314969655523,0,0,0.00466222644717958
"Upper middle income",2042,0.999977196102703,0,0,0
"Upper middle income",2043,0.999977196102703,0,0,0
"Upper middle income",2044,0.999977196102703,0,0,0
"Upper middle income",2045,0.999977196102703,0,0,0
"Upper middle income",2046,0.999977196102703,0,0,0
"Upper middle income",2047,0.999977196102703,0,0,0
"Upper middle income",2048,0.999977196102703,0,0,0
"Upper middle income",2049,0.999977196102703,0,0,0
"Upper middle income",2050,0.999977196102703,0,0,0
"Upper middle income",2051,0.999977196102703,0,0,0
"Upper middle income",2052,0.999977196102703,0,0,0
"Upper middle income",2053,0.999977196102703,0,0,0
"Upper middle income",2054,0.999977196102703,0,0,0
"Upper middle income",2055,0.999977196102703,0,0,0
"Upper middle income",2056,0.999977196102703,0,0,0
"Upper middle income",2057,0.999977196102703,0,0,0
"Upper middle income",2058,0.999977196102703,0,0,0
